company_id,company_name,ald_sector,ald_business_unit,roll_up_type,scenario_geography,baseline_scenario,shock_scenario,lgd,risk_free_rate,discount_rate,div_netprofit_prop_coef,carbon_price_model,market_passthrough,financial_stimulus,start_year,growth_rate,shock_year,net_present_value_baseline,net_present_value_shock,net_present_value_difference,net_present_value_roc,term,pd_baseline,pd_shock,pd_difference,run_id
1,company-1,Power,NuclearCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,269667068867087700,23745568598026236,-245921500269061470,-0.9119448707705209,1,0.02235217559636893,0.033764557873933065,0.011412382277564137,d15ef843-f531-4b55-a03f-5d34024548b5
1,company-1,Power,NuclearCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,269667068867087700,23745568598026236,-245921500269061470,-0.9119448707705209,2,0.1017320883844216,0.12611143351536303,0.02437934513094142,d15ef843-f531-4b55-a03f-5d34024548b5
1,company-1,Power,NuclearCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,269667068867087700,23745568598026236,-245921500269061470,-0.9119448707705209,3,0.17937198164819845,0.20775138647811842,0.028379404829919963,d15ef843-f531-4b55-a03f-5d34024548b5
1,company-1,Power,NuclearCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,269667068867087700,23745568598026236,-245921500269061470,-0.9119448707705209,4,0.24498699950215208,0.2740181092431364,0.02903110974098433,d15ef843-f531-4b55-a03f-5d34024548b5
1,company-1,Power,NuclearCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,269667068867087700,23745568598026236,-245921500269061470,-0.9119448707705209,5,0.30012491808337416,0.3285717056966486,0.02844678761327446,d15ef843-f531-4b55-a03f-5d34024548b5
1,company-1,Power,OilCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,43888343419174624,2427385929868764.5,-41460957489305856,-0.9446917850900645,1,0.02235217559636893,0.033764557873933065,0.011412382277564137,d15ef843-f531-4b55-a03f-5d34024548b5
1,company-1,Power,OilCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,43888343419174624,2427385929868764.5,-41460957489305856,-0.9446917850900645,2,0.1017320883844216,0.12611143351536303,0.02437934513094142,d15ef843-f531-4b55-a03f-5d34024548b5
1,company-1,Power,OilCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,43888343419174624,2427385929868764.5,-41460957489305856,-0.9446917850900645,3,0.17937198164819845,0.20775138647811842,0.028379404829919963,d15ef843-f531-4b55-a03f-5d34024548b5
1,company-1,Power,OilCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,43888343419174624,2427385929868764.5,-41460957489305856,-0.9446917850900645,4,0.24498699950215208,0.2740181092431364,0.02903110974098433,d15ef843-f531-4b55-a03f-5d34024548b5
1,company-1,Power,OilCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,43888343419174624,2427385929868764.5,-41460957489305856,-0.9446917850900645,5,0.30012491808337416,0.3285717056966486,0.02844678761327446,d15ef843-f531-4b55-a03f-5d34024548b5
