company_id,company_name,ald_sector,ald_business_unit,roll_up_type,scenario_geography,baseline_scenario,shock_scenario,lgd,risk_free_rate,discount_rate,div_netprofit_prop_coef,carbon_price_model,market_passthrough,financial_stimulus,start_year,growth_rate,shock_year,net_present_value_baseline,net_present_value_shock,net_present_value_difference,net_present_value_roc,term,pd_baseline,pd_shock,pd_difference,run_id
1,company-1,Power,OilCap,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,64520823943615830,5975268179682430,-58545555763933400,-0.9073900825428987,1,0.10273546347741613,0.07553814163234795,-0.02719732184506818,af519b55-bd9c-4ae1-a44f-2805215fba2b
1,company-1,Power,OilCap,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,64520823943615830,5975268179682430,-58545555763933400,-0.9073900825428987,2,0.24316098369645667,0.207218090712178,-0.03594289298427866,af519b55-bd9c-4ae1-a44f-2805215fba2b
1,company-1,Power,OilCap,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,64520823943615830,5975268179682430,-58545555763933400,-0.9073900825428987,3,0.3424269673027721,0.3072079771763997,-0.03521899012637242,af519b55-bd9c-4ae1-a44f-2805215fba2b
1,company-1,Power,OilCap,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,64520823943615830,5975268179682430,-58545555763933400,-0.9073900825428987,4,0.41656724144813995,0.3838081063051506,-0.03275913514298934,af519b55-bd9c-4ae1-a44f-2805215fba2b
1,company-1,Power,OilCap,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,64520823943615830,5975268179682430,-58545555763933400,-0.9073900825428987,5,0.47507727874205197,0.4449739434914426,-0.030103335250609375,af519b55-bd9c-4ae1-a44f-2805215fba2b
1,company-1,Power,RenewablesCap,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,556985365868053100,727821355721744e3,170835989853690880,0.30671540101856287,1,0.10273546347741613,0.07553814163234795,-0.02719732184506818,af519b55-bd9c-4ae1-a44f-2805215fba2b
1,company-1,Power,RenewablesCap,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,556985365868053100,727821355721744e3,170835989853690880,0.30671540101856287,2,0.24316098369645667,0.207218090712178,-0.03594289298427866,af519b55-bd9c-4ae1-a44f-2805215fba2b
1,company-1,Power,RenewablesCap,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,556985365868053100,727821355721744e3,170835989853690880,0.30671540101856287,3,0.3424269673027721,0.3072079771763997,-0.03521899012637242,af519b55-bd9c-4ae1-a44f-2805215fba2b
1,company-1,Power,RenewablesCap,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,556985365868053100,727821355721744e3,170835989853690880,0.30671540101856287,4,0.41656724144813995,0.3838081063051506,-0.03275913514298934,af519b55-bd9c-4ae1-a44f-2805215fba2b
1,company-1,Power,RenewablesCap,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,556985365868053100,727821355721744e3,170835989853690880,0.30671540101856287,5,0.47507727874205197,0.4449739434914426,-0.030103335250609375,af519b55-bd9c-4ae1-a44f-2805215fba2b
2,company-2,Coal,Coal,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,50516366056765.766,3989838959174.6753,-46526527097591.09,-0.9210188841633768,1,0.05564419235594242,0.5118091624878212,0.45616497013187873,af519b55-bd9c-4ae1-a44f-2805215fba2b
2,company-2,Coal,Coal,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,50516366056765.766,3989838959174.6753,-46526527097591.09,-0.9210188841633768,2,0.18126463411747684,0.5934370252129393,0.41217239109546244,af519b55-bd9c-4ae1-a44f-2805215fba2b
2,company-2,Coal,Coal,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,50516366056765.766,3989838959174.6753,-46526527097591.09,-0.9210188841633768,3,0.2851727261573911,0.6439134587448305,0.35874073258743944,af519b55-bd9c-4ae1-a44f-2805215fba2b
2,company-2,Coal,Coal,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,50516366056765.766,3989838959174.6753,-46526527097591.09,-0.9210188841633768,4,0.36724741505301406,0.6814882942361165,0.3142408791831024,af519b55-bd9c-4ae1-a44f-2805215fba2b
2,company-2,Coal,Coal,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,50516366056765.766,3989838959174.6753,-46526527097591.09,-0.9210188841633768,5,0.4336544496697545,0.7116864016664287,0.2780319519966742,af519b55-bd9c-4ae1-a44f-2805215fba2b
3,company-3,Power,CoalCap,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,198607287093251140,18895716780546124,-179711570312705020,-0.9048588948718981,1,0.0013563772544197272,0.011931056128726691,0.010574678874306964,af519b55-bd9c-4ae1-a44f-2805215fba2b
3,company-3,Power,CoalCap,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,198607287093251140,18895716780546124,-179711570312705020,-0.9048588948718981,2,0.023175906836819027,0.0708509530490532,0.04767504621223417,af519b55-bd9c-4ae1-a44f-2805215fba2b
3,company-3,Power,CoalCap,equity_ownership,Global,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,198607287093251140,18895716780546124,-179711570312705020,-0.9048588948718981,3,0.06400450772981414,0.13670937684088746,0.07270486911107332,af519b55-bd9c-4ae1-a44f-2805215fba2b
