scenario_name,company_name,year,scenario_geography,ald_sector,ald_business_unit,production_plan_company_technology,phase_out,production_baseline_scenario,production_target_scenario,production_shock_scenario,company_id,pd,net_profit_margin,debt_equity_ratio,volatility,price_baseline_scenario,price_shock_scenario,net_profits_baseline_scenario,net_profits_shock_scenario,discounted_net_profits_baseline_scenario,discounted_net_profits_shock_scenario,baseline_scenario_arg,shock_scenario_arg,lgd_arg,risk_free_rate_arg,discount_rate_arg,growth_rate_arg,div_netprofit_prop_coef_arg,shock_year_arg,scenario_geography_arg,start_year_arg,carbon_price_model_arg,market_passthrough_arg,financial_stimulus_arg,run_id
Carbon balance 2030,company-1,2022,Global,Power,OilCap,49820044004217.125,FALSE,49820044004217.125,49820044004217.125,49820044004217.125,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,62.85369299435028,62.85369299435028,2309459258357450.5,2309459258357450.5,2309459258357450.5,2309459258357450.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,e671844b-c132-4540-b0e8-7e0413fa3292
Carbon balance 2030,company-1,2023,Global,Power,OilCap,62448822124039.66,FALSE,62448822124039.66,45597187985541.08,62448822124039.66,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,62.13181824430379,62.13181824430379,2861631534161233.5,2861631534161233.5,2674421994543208.5,2674421994543208.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,e671844b-c132-4540-b0e8-7e0413fa3292
Carbon balance 2030,company-1,2024,Global,Power,OilCap,46841197959263.57,FALSE,46841197959263.57,41374331966865.03,46841197959263.57,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,61.54106547561286,61.54106547561286,2126025176039964.2,2126025176039964.2,1856952726037177.2,1856952726037177.2,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,e671844b-c132-4540-b0e8-7e0413fa3292
Carbon balance 2030,company-1,2025,Global,Power,OilCap,40531348943812.234,FALSE,40531348943812.234,37151475948188.99,40531348943812.234,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,61.05673416017218,61.05673416017218,1825156154323111.5,1825156154323111.5,1489871093768228,1489871093768228,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,e671844b-c132-4540-b0e8-7e0413fa3292
Carbon balance 2030,company-1,2026,Global,Power,OilCap,72670674283811.72,FALSE,72670674283811.72,32260782860595.87,72670674283811.72,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,60.65905294306617,60.65905294306617,3251099144461395,3251099144461395,2480247971201403.5,2480247971201403.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,e671844b-c132-4540-b0e8-7e0413fa3292
Carbon balance 2030,company-1,2027,Global,Power,OilCap,72460345602943.97,FALSE,72460345602943.97,27370089773002.76,72460345602943.97,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,60.33211157474872,60.33211157474872,3224217457113610.5,3224217457113610.5,2298822486571981,2298822486571981,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,e671844b-c132-4540-b0e8-7e0413fa3292
Carbon balance 2030,company-1,2028,Global,Power,OilCap,NA,FALSE,67569652515350.87,22479396685409.66,67569652515350.87,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,60.06304909395892,60.06304909395892,2993191197140343.5,2993191197140343.5,1994489678610505.2,1994489678610505.2,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,e671844b-c132-4540-b0e8-7e0413fa3292
Carbon balance 2030,company-1,2029,Global,Power,OilCap,NA,FALSE,62678959427757.75,17588703597816.543,62678959427757.75,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,59.84142992890016,59.84142992890016,2766299121972152,2766299121972152,1722712064183728.2,1722712064183728.2,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,e671844b-c132-4540-b0e8-7e0413fa3292
Carbon balance 2030,company-1,2030,Global,Power,OilCap,NA,FALSE,57788266340164.66,12698010510223.445,56274034706790.73,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,59.65875950917725,59.65875950917725,2542665807944687,2476040085400522,1479854650090026.8,1441077872971098.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,e671844b-c132-4540-b0e8-7e0413fa3292
Carbon balance 2030,company-1,2031,Global,Power,OilCap,NA,FALSE,55248725770880.18,10158469940938.973,49869109985823.7,1,0.656430346891284,0.7375227111624555,0.6101699584396555,0.626966798212379,59.50810476520781,59.61643268170505,2424788052527209.5,2192668618999959.8,1318924040384452.2,1192666448179463,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2030,Global,2022,no_carbon_tax,0,1,e671844b-c132-4540-b0e8-7e0413fa3292
