scenario_name,company_name,year,scenario_geography,ald_sector,ald_business_unit,production_plan_company_technology,phase_out,production_baseline_scenario,production_target_scenario,production_shock_scenario,company_id,pd,net_profit_margin,debt_equity_ratio,volatility,price_baseline_scenario,price_shock_scenario,net_profits_baseline_scenario,net_profits_shock_scenario,discounted_net_profits_baseline_scenario,discounted_net_profits_shock_scenario,baseline_scenario_arg,shock_scenario_arg,lgd_arg,risk_free_rate_arg,discount_rate_arg,growth_rate_arg,div_netprofit_prop_coef_arg,shock_year_arg,scenario_geography_arg,start_year_arg,carbon_price_model_arg,market_passthrough_arg,financial_stimulus_arg,end_year_arg,run_id
Carbon balance 2033,company-1,2022,Global,Power,NuclearCap,90211848289104.19,FALSE,90211848289104.19,90227664327083.05,90211848289104.19,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,4524504459413893,4524504459413893,4524504459413893,4524504459413893,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,2050,27187540-f356-48b9-bf48-5b2347576a5d
Carbon balance 2033,company-1,2023,Global,Power,NuclearCap,418557030841954.2,FALSE,418557030841954.2,91289482281350.81,418557030841954.2,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,20992399429556852,20992399429556852,19619064887436308,19619064887436308,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,2050,27187540-f356-48b9-bf48-5b2347576a5d
Carbon balance 2033,company-1,2024,Global,Power,NuclearCap,430235052228023.44,FALSE,430235052228023.44,92349049014472.89,430235052228023.44,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,21578101428135488,21578101428135488,18847149469941032,18847149469941032,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,2050,27187540-f356-48b9-bf48-5b2347576a5d
Carbon balance 2033,company-1,2025,Global,Power,NuclearCap,369667546405616.7,FALSE,369667546405616.7,93406372405715.23,369667546405616.7,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,18540385702471164,18540385702471164,15134477485664718,15134477485664718,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,2050,27187540-f356-48b9-bf48-5b2347576a5d
Carbon balance 2033,company-1,2026,Global,Power,NuclearCap,149101693529514.25,FALSE,149101693529514.25,93941259900839.47,149101693529514.25,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,7478078435090999,7478078435090999,5704990233446772,5704990233446772,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,2050,27187540-f356-48b9-bf48-5b2347576a5d
Carbon balance 2033,company-1,2027,Global,Power,NuclearCap,149821272046281.34,FALSE,149821272046281.34,94469819596611.11,149821272046281.34,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,7514168330927934,7514168330927934,5357498170265480,5357498170265480,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,2050,27187540-f356-48b9-bf48-5b2347576a5d
Carbon balance 2033,company-1,2028,Global,Power,NuclearCap,NA,FALSE,150252945691748.3,94992188337992.48,150343640787662.72,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,7535818583871068,7540367325235912,5021434113454448,5024465131891065,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,2050,27187540-f356-48b9-bf48-5b2347576a5d
Carbon balance 2033,company-1,2029,Global,Power,NuclearCap,NA,FALSE,150687054914632.6,95508499052308.6,150859951501978.8,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,7557590991288308,7566262483950319,4706487839094104,4711888008911125,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,2050,27187540-f356-48b9-bf48-5b2347576a5d
Carbon balance 2033,company-1,2030,Global,Power,NuclearCap,NA,FALSE,151123621148206.5,96018880888445.16,151370333338115.38,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,7579486628148608,7591860284432172,4411330225511452,4418531806125244.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,2050,27187540-f356-48b9-bf48-5b2347576a5d
Carbon balance 2033,company-1,2031,Global,Power,NuclearCap,NA,FALSE,151268687244332.88,96269353800828.77,151620806250499,1,0.524318751995452,0.493183115497231,0.495982220512815,0.498119010415394,101.69491553672316,101.69491553672316,7586762304362780,7604422556800324,4126696014308380.5,4136302021511714.5,NGFS2023REMIND_NDC,NGFS2023REMIND_NZ2050,0.45,0.02,0.07,0.03,1,2033,Global,2022,no_carbon_tax,0,1,2050,27187540-f356-48b9-bf48-5b2347576a5d
