company_id,company_name,ald_sector,ald_business_unit,roll_up_type,scenario_geography,baseline_scenario,shock_scenario,lgd,risk_free_rate,discount_rate,div_netprofit_prop_coef,carbon_price_model,market_passthrough,financial_stimulus,start_year,growth_rate,shock_year,net_present_value_baseline,net_present_value_shock,net_present_value_difference,net_present_value_roc,term,pd_baseline,pd_shock,pd_difference,run_id
1,company-1,Power,OilCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,101496509980138480,4936869108955360,-96559640871183120,-0.9513592229927764,1,0.10273546347741613,0.09339581909067463,-0.009339644386741508,aa7dbb70-aed7-4451-8635-ea01191641a6
1,company-1,Power,OilCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,101496509980138480,4936869108955360,-96559640871183120,-0.9513592229927764,2,0.24316098369645667,0.23136375630408879,-0.011797227392367882,aa7dbb70-aed7-4451-8635-ea01191641a6
1,company-1,Power,OilCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,101496509980138480,4936869108955360,-96559640871183120,-0.9513592229927764,3,0.3424269673027721,0.33104391462733185,-0.011383052675440264,aa7dbb70-aed7-4451-8635-ea01191641a6
1,company-1,Power,OilCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,101496509980138480,4936869108955360,-96559640871183120,-0.9513592229927764,4,0.41656724144813995,0.4060610435660593,-0.010506197882080626,aa7dbb70-aed7-4451-8635-ea01191641a6
1,company-1,Power,OilCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,101496509980138480,4936869108955360,-96559640871183120,-0.9513592229927764,5,0.47507727874205197,0.4654678367402305,-0.009609442001821455,aa7dbb70-aed7-4451-8635-ea01191641a6
1,company-1,Power,RenewablesCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,304071912951222460,423124499531052100,119052586579829630,0.3915277324509989,1,0.10273546347741613,0.09339581909067463,-0.009339644386741508,aa7dbb70-aed7-4451-8635-ea01191641a6
1,company-1,Power,RenewablesCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,304071912951222460,423124499531052100,119052586579829630,0.3915277324509989,2,0.24316098369645667,0.23136375630408879,-0.011797227392367882,aa7dbb70-aed7-4451-8635-ea01191641a6
1,company-1,Power,RenewablesCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,304071912951222460,423124499531052100,119052586579829630,0.3915277324509989,3,0.3424269673027721,0.33104391462733185,-0.011383052675440264,aa7dbb70-aed7-4451-8635-ea01191641a6
1,company-1,Power,RenewablesCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,304071912951222460,423124499531052100,119052586579829630,0.3915277324509989,4,0.41656724144813995,0.4060610435660593,-0.010506197882080626,aa7dbb70-aed7-4451-8635-ea01191641a6
1,company-1,Power,RenewablesCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,304071912951222460,423124499531052100,119052586579829630,0.3915277324509989,5,0.47507727874205197,0.4654678367402305,-0.009609442001821455,aa7dbb70-aed7-4451-8635-ea01191641a6
2,company-2,Coal,Coal,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,61997149103181.47,2300640983461.6123,-59696508119719.86,-0.9628911810181356,1,0.05564419235594242,0.5671530235911288,0.5115088312351864,aa7dbb70-aed7-4451-8635-ea01191641a6
2,company-2,Coal,Coal,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,61997149103181.47,2300640983461.6123,-59696508119719.86,-0.9628911810181356,2,0.18126463411747684,0.6312079747503395,0.4499433406328627,aa7dbb70-aed7-4451-8635-ea01191641a6
2,company-2,Coal,Coal,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,61997149103181.47,2300640983461.6123,-59696508119719.86,-0.9628911810181356,3,0.28517272615739087,0.6734623224488344,0.38828959629144355,aa7dbb70-aed7-4451-8635-ea01191641a6
2,company-2,Coal,Coal,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,61997149103181.47,2300640983461.6123,-59696508119719.86,-0.9628911810181356,4,0.36724741505301406,0.7059623112958848,0.33871489624287077,aa7dbb70-aed7-4451-8635-ea01191641a6
2,company-2,Coal,Coal,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,61997149103181.47,2300640983461.6123,-59696508119719.86,-0.9628911810181356,5,0.4336544496697543,0.7326066134215087,0.2989521637517544,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,CoalCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,362331802894177e3,13537163783766800,-348794639110410240,-0.9626387645919106,1,0.0013563772544197272,0.02880576638523169,0.027449389130811963,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,CoalCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,362331802894177e3,13537163783766800,-348794639110410240,-0.9626387645919106,2,0.023175906836819027,0.11229190088858776,0.08911599405176873,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,CoalCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,362331802894177e3,13537163783766800,-348794639110410240,-0.9626387645919106,3,0.06400450772981403,0.187546644674784,0.12354213694496996,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,CoalCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,362331802894177e3,13537163783766800,-348794639110410240,-0.9626387645919106,4,0.10981716781459072,0.2490280447656934,0.13921087695110268,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,CoalCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,362331802894177e3,13537163783766800,-348794639110410240,-0.9626387645919106,5,0.1546042457734984,0.29979351667229726,0.14518927089879885,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,NuclearCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,315884510445749300,317792925921377800,1908415475628480,0.006041497485696601,1,0.0013563772544197272,0.02880576638523169,0.027449389130811963,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,NuclearCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,315884510445749300,317792925921377800,1908415475628480,0.006041497485696601,2,0.023175906836819027,0.11229190088858776,0.08911599405176873,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,NuclearCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,315884510445749300,317792925921377800,1908415475628480,0.006041497485696601,3,0.06400450772981403,0.187546644674784,0.12354213694496996,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,NuclearCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,315884510445749300,317792925921377800,1908415475628480,0.006041497485696601,4,0.10981716781459072,0.2490280447656934,0.13921087695110268,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,NuclearCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,315884510445749300,317792925921377800,1908415475628480,0.006041497485696601,5,0.1546042457734984,0.29979351667229726,0.14518927089879885,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,OilCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,3924417463713471.5,556918599999633.25,-3367498863713838,-0.8580888488166469,1,0.0013563772544197272,0.02880576638523169,0.027449389130811963,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,OilCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,3924417463713471.5,556918599999633.25,-3367498863713838,-0.8580888488166469,2,0.023175906836819027,0.11229190088858776,0.08911599405176873,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,OilCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,3924417463713471.5,556918599999633.25,-3367498863713838,-0.8580888488166469,3,0.06400450772981403,0.187546644674784,0.12354213694496996,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,OilCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,3924417463713471.5,556918599999633.25,-3367498863713838,-0.8580888488166469,4,0.10981716781459072,0.2490280447656934,0.13921087695110268,aa7dbb70-aed7-4451-8635-ea01191641a6
3,company-3,Power,OilCap,equity_ownership,Global,WEO2021_STEPS,WEO2021_SDS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,3924417463713471.5,556918599999633.25,-3367498863713838,-0.8580888488166469,5,0.1546042457734984,0.29979351667229726,0.14518927089879885,aa7dbb70-aed7-4451-8635-ea01191641a6
