company_id,company_name,ald_sector,ald_business_unit,roll_up_type,scenario_geography,baseline_scenario,shock_scenario,lgd,risk_free_rate,discount_rate,div_netprofit_prop_coef,carbon_price_model,market_passthrough,financial_stimulus,start_year,growth_rate,shock_year,net_present_value_baseline,net_present_value_shock,net_present_value_difference,net_present_value_roc,term,pd_baseline,pd_shock,pd_difference,run_id
1,company-1,Power,NuclearCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,241990804317164220,265512026983643420,23521222666479200,0.09719882841354255,1,0.02235217559636893,0.012971504424278635,-0.009380671172090294,689459bd-a4c3-4daa-8393-89945bc1f35c
1,company-1,Power,NuclearCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,241990804317164220,265512026983643420,23521222666479200,0.09719882841354255,2,0.10173208838442149,0.07678254819004182,-0.02494954019437967,689459bd-a4c3-4daa-8393-89945bc1f35c
1,company-1,Power,NuclearCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,241990804317164220,265512026983643420,23521222666479200,0.09719882841354255,3,0.17937198164819834,0.14811106347835667,-0.03126091816984167,689459bd-a4c3-4daa-8393-89945bc1f35c
1,company-1,Power,NuclearCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,241990804317164220,265512026983643420,23521222666479200,0.09719882841354255,4,0.24498699950215208,0.21180637944499126,-0.033180620057160826,689459bd-a4c3-4daa-8393-89945bc1f35c
1,company-1,Power,NuclearCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,241990804317164220,265512026983643420,23521222666479200,0.09719882841354255,5,0.30012491808337416,0.2668833529221597,-0.03324156516121446,689459bd-a4c3-4daa-8393-89945bc1f35c
1,company-1,Power,OilCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,16395862110113200,1219661441336389,-15176200668776812,-0.9256116309624192,1,0.02235217559636893,0.012971504424278635,-0.009380671172090294,689459bd-a4c3-4daa-8393-89945bc1f35c
1,company-1,Power,OilCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,16395862110113200,1219661441336389,-15176200668776812,-0.9256116309624192,2,0.10173208838442149,0.07678254819004182,-0.02494954019437967,689459bd-a4c3-4daa-8393-89945bc1f35c
1,company-1,Power,OilCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,16395862110113200,1219661441336389,-15176200668776812,-0.9256116309624192,3,0.17937198164819834,0.14811106347835667,-0.03126091816984167,689459bd-a4c3-4daa-8393-89945bc1f35c
1,company-1,Power,OilCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,16395862110113200,1219661441336389,-15176200668776812,-0.9256116309624192,4,0.24498699950215208,0.21180637944499126,-0.033180620057160826,689459bd-a4c3-4daa-8393-89945bc1f35c
1,company-1,Power,OilCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,16395862110113200,1219661441336389,-15176200668776812,-0.9256116309624192,5,0.30012491808337416,0.2668833529221597,-0.03324156516121446,689459bd-a4c3-4daa-8393-89945bc1f35c
1,company-1,Power,RenewablesCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,87792122995982780,139321535354461310,51529412358478530,0.5869480153798812,1,0.02235217559636893,0.012971504424278635,-0.009380671172090294,689459bd-a4c3-4daa-8393-89945bc1f35c
1,company-1,Power,RenewablesCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,87792122995982780,139321535354461310,51529412358478530,0.5869480153798812,2,0.10173208838442149,0.07678254819004182,-0.02494954019437967,689459bd-a4c3-4daa-8393-89945bc1f35c
1,company-1,Power,RenewablesCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,87792122995982780,139321535354461310,51529412358478530,0.5869480153798812,3,0.17937198164819834,0.14811106347835667,-0.03126091816984167,689459bd-a4c3-4daa-8393-89945bc1f35c
1,company-1,Power,RenewablesCap,equity_ownership,Global,NGFS2023MESSAGE_NDC,NGFS2023MESSAGE_B2DS,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,87792122995982780,139321535354461310,51529412358478530,0.5869480153798812,4,0.24498699950215208,0.21180637944499126,-0.033180620057160826,689459bd-a4c3-4daa-8393-89945bc1f35c
