company_id,company_name,ald_sector,ald_business_unit,roll_up_type,scenario_geography,baseline_scenario,shock_scenario,lgd,risk_free_rate,discount_rate,div_netprofit_prop_coef,carbon_price_model,market_passthrough,financial_stimulus,start_year,growth_rate,shock_year,net_present_value_baseline,net_present_value_shock,net_present_value_difference,net_present_value_roc,term,pd_baseline,pd_shock,pd_difference,run_id
1,company-1,Power,OilCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,124312337660427870,7906605922600898,-116405731737826980,-0.9363972549193096,1,0.10273546347741613,0.008803042463358723,-0.09393242101405741,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
1,company-1,Power,OilCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,124312337660427870,7906605922600898,-116405731737826980,-0.9363972549193096,2,0.24316098369645667,0.06951401396903467,-0.173646969727422,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
1,company-1,Power,OilCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,124312337660427870,7906605922600898,-116405731737826980,-0.9363972549193096,3,0.3424269673027721,0.14792620313377014,-0.19450076416900197,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
1,company-1,Power,OilCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,124312337660427870,7906605922600898,-116405731737826980,-0.9363972549193096,4,0.41656724144813995,0.2222774257378699,-0.19428981571027004,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
1,company-1,Power,OilCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,124312337660427870,7906605922600898,-116405731737826980,-0.9363972549193096,5,0.47507727874205197,0.28846205816599946,-0.1866152205760525,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
1,company-1,Power,RenewablesCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,209904211525615330,865890826721233500,655986615195618200,3.125171288502546,1,0.10273546347741613,0.008803042463358723,-0.09393242101405741,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
1,company-1,Power,RenewablesCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,209904211525615330,865890826721233500,655986615195618200,3.125171288502546,2,0.24316098369645667,0.06951401396903467,-0.173646969727422,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
1,company-1,Power,RenewablesCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,209904211525615330,865890826721233500,655986615195618200,3.125171288502546,3,0.3424269673027721,0.14792620313377014,-0.19450076416900197,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
1,company-1,Power,RenewablesCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,209904211525615330,865890826721233500,655986615195618200,3.125171288502546,4,0.41656724144813995,0.2222774257378699,-0.19428981571027004,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
1,company-1,Power,RenewablesCap,equity_ownership,Global,Oxford2021_base,Oxford2021_fast,0.45,0.02,0.07,1,no_carbon_tax,0,1,2022,0.03,2030,209904211525615330,865890826721233500,655986615195618200,3.125171288502546,5,0.47507727874205197,0.28846205816599946,-0.1866152205760525,cb39d917-cc55-48e7-82c7-8e8ea682cc8e
